AbNatiV VKappa Score,AbNatiV CDR1-VKappa Score,AbNatiV CDR2-VKappa Score,AbNatiV CDR3-VKappa Score
0.5470457649792935,0.6691101312221006,0.4899605395929479,0.7747018598644935
0.7900811697336619,0.7422063301349459,0.6579882269315257,0.8747781142220422
0.6266796905578852,0.7071415231271514,0.6905573178001327,0.7726564116375974
0.6322959842954563,0.4414238544819523,0.9930137835898646,0.8370985545511862
0.5760951077847168,-0.0428695235570151,0.7487992494474496,0.6009656706299797
0.5088534762850612,-0.212087503707278,0.6233748572243858,0.6400539377484629
0.5656945075765547,-0.3045371060061923,0.6859399632779697,0.908230380772644
0.5966881948743716,0.7373169886845414,0.2889512376359728,0.998712992032646
0.6303727119704332,0.9831892037049508,0.4953784490009706,0.9259385264263984
0.7300533340563038,0.5812684818728147,0.9943348329036248,0.988753152103842
0.7681493189891597,0.9985655042475212,0.5032979654592576,0.6692069856810539
0.6717904175697593,0.4544637234047494,0.6550317802966679,0.9072580413793973
0.7431889129242022,0.8006685044011131,0.6745054013458063,0.788449775899901
0.5287163826048732,-0.1863342004142336,0.6533791485776174,0.6017823756125047
0.6847010058608193,0.5321776029058003,0.2429974995926804,0.8238470396065161
0.5950329660488597,-0.2663547947411664,0.97122813939069,0.6374721758629713
0.7741716658427464,0.9942193969360376,0.5723451787170317,0.9916511947609578
0.7441331154953688,0.6171448803586905,0.640511977208179,0.4598634813870057
0.5445894059098326,-0.1420383424155784,0.4723995793220368,0.6317683212809835
0.6068718108707847,0.428450165017589,0.9372264123636396,0.977958863670616
0.7490383045780385,0.539002618359112,0.5881351730660879,0.7180914450515286
0.4169714835191747,-0.0524858522719333,0.242377487455725,0.8033180655521519
0.6386136167055624,0.7125461356688416,0.5783672807643614,0.7154082686507093
0.6874734249792698,0.0128916025679327,0.8785611698289345,0.5017919230810419
0.6972153580993282,0.8566287659069983,0.9910894526356208,0.7575678462986541
0.6149463847528369,0.3786432420160437,-0.090153642584259,0.800206151656812
0.5981840778142915,0.4430517542809491,0.5046559323318525,0.6126483967566264
0.4916817329863948,0.3105686037922968,0.2070720356503211,0.9669302752264116
0.7265879525414658,0.7841746669156062,0.7630958362030861,0.9882334845636264
0.467229158352931,0.0972746362775426,0.5393712043004821,0.783814475104483
0.6838282929094234,0.7580659912332401,0.999200210194046,0.7637654750098875
0.5327191259762333,0.0196724369475609,0.0967063487341453,0.6415234809173171
0.6237740496614047,-0.224538027763069,0.8437687231386541,0.6836375006227601
0.5152688378558914,0.5050736438057913,0.7097185973109501,0.7117591815229043
0.5266711811959572,-0.3623852467248176,0.8001315639363771,0.86334295145745
0.4715954758659204,-0.186987755928472,0.6545980617323204,0.1353392803138036
0.5860934059018812,0.7153939953801434,0.9922672518943976,0.6013153206721793
0.7073353075540421,0.4679335324387246,0.5879607417563517,0.698482617369294
0.5136689370896451,-1.1870500720933124,0.993652563922888,0.887584448745904
0.5658015985700726,-0.3274343182790227,0.5846573231794785,0.6824366422295838
0.6520821651253618,-0.053750582237027,0.9846600477151812,0.6067386047152024
0.6134912043208827,-0.0663707440802705,0.9742561940172412,0.8118899937404686
0.5076791171969598,-0.1712414893714025,0.4298873493075763,0.7154634973645231
0.6718762918786522,0.7734521308697011,0.7052324238652276,0.7700877942310844
0.5988425252200709,-0.2373148643159346,0.8657501329063322,0.6485627402117521
0.6609969433797427,0.8150357335340239,0.0757816746090641,0.9991218598082304
0.7051621816195308,0.4918783202731662,0.9986679900607416,0.6138512239212706
0.6266855963729369,0.4228241038553201,0.9358865142355556,0.7784788233724922
0.7820705716483263,0.7407354482694422,0.6839902314481008,0.7827545755709765
0.737417348882202,0.5222366026656009,0.9993420372241976,0.5669743999931784
0.4844181948024935,-0.0451829721998804,0.3205740074862904,0.2052051070543201
0.7899702928538067,0.9977142260098428,0.4961675457335934,0.942304658144072
0.8119144046854143,0.7725157352100276,0.7105519535825735,0.7625573712549557
0.5991589369460429,0.2503206841143233,0.9643005506558292,0.7843046530014968
0.637662257769716,-0.1925312082305093,0.9969074968750156,0.7539163184572947
0.7320843486599563,0.7497914365125146,0.2303653486097955,0.7932400571613033
0.6550546833362785,0.5884529335082975,0.711625114378643,0.967307755393892
0.7371762378720379,0.8209546145941736,0.999518882731226,0.7278693909337683
0.5289283490861066,-0.2571649782979139,0.8079564090413173,0.7569580877610631
0.5122503116001238,-0.0712161384050751,0.6963972739332882,0.6259977406154322
0.7022250125060668,0.7325927388673404,0.5910771800844596,0.0483851366849753
0.6618393802477953,0.8143771122301684,0.7266106752862485,0.9986985421434368
0.8624508330382682,0.9461155656081952,0.9820864641393956,0.7616258502069064
0.3336836628095879,-0.195849106482828,0.4912248232094244,0.8226538670820781
0.578650630954489,0.4377385715871644,0.5152742484005612,0.8832716365882048
0.5275360089039057,-0.2324402259265092,0.7312352776904589,0.7457939849037376
0.7355882297333844,0.7957505075727241,0.7107858904664422,0.7416240357536474
0.6749883903243267,0.813351838143545,0.7518199598436448,0.7476174891096776
0.5968286280903812,-0.2873832253828721,0.9770361117546558,0.8390080811956383
0.7213619885270075,0.4584803651022118,0.6359769805658336,0.7951548461079165
0.7370220652237611,0.8243756643132818,0.999639387053448,0.4095976869126404
0.5772965187209672,-0.3630102739024152,0.7875070882703241,0.426365741217116
0.5308808156714564,-0.5744829360419614,0.9961516714004908,0.8197176193530382
0.7614666217405579,0.8067355581712417,0.7792914697910518,0.9727739712460296
0.4925986914980624,-0.2460175444143115,0.9468793040320104,0.6299600643131371
0.5111538912322626,-0.2363071376771464,0.7249438582143856,0.7872793258911409
0.6980415146540243,0.6716774219032873,0.5939834963981665,0.996943923080147
0.7429009064337558,0.770519930203071,0.640881443144264,0.4641968454914756
0.5107363384632877,-0.2526513328236155,0.6952685502084848,0.5795274662223301
0.5418616341441035,0.420574528612213,0.2950493502671666,0.8485207579122389
0.7351458849313479,0.9608907844923936,0.9941660156070756,0.998361780839812
0.538341076819156,0.3771253133665311,0.4775281301913129,0.7597567324888903
0.7038032142050425,0.5757976507635814,0.6626161898076228,0.9144275446608916
0.4707044058624462,-0.2005021209765669,-0.0519497679606004,0.2805799276224474
0.5308342482702626,0.4242527187818937,0.111077794970736,0.8068216471690444
0.6195540987948331,0.7198813833337607,0.0980990361839233,0.9937393945780956
0.5659271507402404,0.4816758586857185,0.7200264860916556,0.9552365211207788
0.6952810100219903,0.7647217376775168,0.0863952236117429,0.3440789059039747
0.5973072447112018,-0.0671105729187433,0.9962113713090174,0.8596642185988537
0.6279659135038015,0.9485902726611416,0.4991029826583578,0.769643059256038
0.5381823776563601,-0.2290437885842646,0.8601778699542493,0.7782182180024436
0.5268313541284142,0.2156538682170214,0.7021505369615159,0.8107902623048258
0.5578939473834654,0.2053770197101734,0.7114914063948383,0.8193173132840892
0.6347043665108267,0.4536551724846859,0.8024318675616963,0.6183434046002434
0.6535443111510184,0.422477118530658,0.4756745751756851,0.7640866106394987
0.7254095234802331,0.9954960594135188,0.9992719488471624,0.7051186906032965
0.6576156234722392,0.564906116305971,0.999751022663861,0.5666584233533656
0.476228915185055,-0.5213804146006891,0.5916595125899586,0.6750982992954951
0.608746120319159,-0.2676681570053363,0.9945506018052512,0.4611837607092385
0.714029624311159,0.7741122705226817,0.6363477930177073,0.5256583094448624
0.5518351667125054,0.1802967522329136,0.7649904084475567,0.5479698197841777
0.5688853308026344,0.441797667688076,0.0173125958223322,0.9781589290663516
0.6927022718541469,0.5075342787658745,0.5816401193832539,0.7454493682248371
0.7718998090568623,0.9986206486155348,0.420559108754294,0.9376387698245034
