AbNatiV VH Score,AbNatiV CDR1-VH Score,AbNatiV CDR2-VH Score,AbNatiV CDR3-VH Score
0.6936290151429305,0.836007133420403,0.7842734855490747,0.7637996603920936
0.8522220193792686,0.974157973639928,0.7724513927573557,0.2678522398350454
0.7204286112525118,0.8407330484426713,0.8807253755378696,0.6634714884623063
0.5903226551642652,0.6171366348437015,0.5474231586916274,0.2663950653039301
0.7058333853645322,0.4443738928078528,0.9089151012583776,0.5330646488511404
0.6341979638272839,0.1533374272504437,0.6888248075916168,0.4448413138126983
0.6615822273805436,0.5539996996673947,0.7982934852148161,0.5640283863918223
0.8127805477642516,0.8671742209194876,0.7038709671931306,0.3574684543403619
0.5953721074606908,0.4108775308597963,0.4668858393326842,0.4416615143269952
0.8074991927946216,0.9928324336968116,0.908607978427287,0.4429872538906394
0.6719436869741033,0.8397993836366097,0.7500450923680257,0.2335584187923013
0.7449786745678946,0.7400642636733528,0.554709970741794,0.7354277462756673
0.676199537628442,0.855684563493357,0.4907559363229185,0.7450775335616039
0.6494596138305792,0.4012294281800627,0.7314192940985187,0.6442869912061456
0.8134533823236569,0.9935876951525078,0.8998050913510567,0.3265202748405018
0.6180615300015357,0.769474256188154,0.8130252793714279,0.461452994029797
0.804419678418018,0.8911031937418732,0.5105096751505398,0.5163393064121891
0.6247653152775126,0.612504875914029,0.7580918348896394,0.2652002348409995
0.6976567801226035,0.7127461016780654,0.7902212029989243,0.4392212890340435
0.809317875067582,0.9192581744290568,0.6519480053010145,0.5500162977791219
0.6542729445035176,0.6675401889762893,0.6583624130435105,0.4475327981863116
0.8425067991401948,0.9494671161526618,0.8640104958680804,0.5989129643951906
0.8151859154883923,0.9967181511818556,0.7060581930978729,0.433520122627642
0.65033596870012,0.8636005346742817,0.7842791707984792,0.633926337727611
0.6675636978863018,0.8636744518271899,0.7001170455139887,0.6591334837598569
0.6826631703653635,0.570695119945227,0.7696299324928615,0.7711421173709205
0.6423485124199402,0.6306920399098996,0.5478607884649613,0.6113983830198186
0.69259726049762,0.8987778172214842,0.6350696941653151,0.5887011654170837
0.8190593991950149,0.99106157006447,0.4530974314594305,0.6199914928157965
0.6639603786091166,0.8917805115247608,0.776080687896745,0.5417107659017992
0.7287515139440983,0.6571503869070735,0.9135189584859056,0.715612041265221
0.7211134866696003,0.7794847395808759,0.9851197853800568,0.792602019529818
0.7136582094832695,0.9024478920144208,0.6809451960384022,0.5464597839149006
0.6188273907621863,0.5231076038785797,0.3589376320239431,0.551405312946003
0.7146072270260302,0.5334512954058754,0.817040030216614,0.6808907782046931
0.649791840875554,0.8621743121543872,0.3328690519374427,0.4770015882994024
0.8235020740377365,0.9968026638514734,0.814855952095769,0.4918299039504376
0.8419307705201216,0.998200332666819,0.8500774551635343,0.5621807954752968
0.7123202060791174,0.9923703085037932,0.6340940603252458,0.8058635081632624
0.660392170166314,0.8287952017443687,0.663599208468141,0.5079460249577646
0.6686186138907569,0.2612071555438298,0.6796492880790093,0.6653415244526987
0.6771289011116113,0.6655323787175299,0.6147601081465925,0.6207604490294856
0.8582080853219517,0.9059008784045354,0.7212276385536062,0.9586565187425984
0.699584287438485,0.1427970499546736,0.3829794634953117,0.2528086695483451
0.6713351449529396,0.3821450163101119,0.7450446289884525,0.4677947729729594
0.8338431066445647,0.8962888594093702,0.7481963091370618,0.7206223366512359
0.7301297717335632,0.9634948664961792,0.5777235098600692,0.4220381320776659
0.6843830592863684,0.9731023826612288,0.7038117709672811,0.7588142115314234
0.6559310424341107,0.8951818229783519,0.6554514227668979,0.4350883567456969
0.7645563564797526,0.8399893695924299,0.5272969539906749,0.6162186362181488
0.5785599367223251,0.7598492765350406,0.6484594371191112,0.3706678896824944
0.676225386123561,0.559174000001933,0.686792600220391,0.7243298139669424
0.692212000901947,0.8475679759351835,0.3007203543016661,0.5017656017361432
0.8038432265950811,0.9873475015287744,0.5166156373570242,0.6116982552487326
0.682643387967442,0.9778960532474572,0.6821169963987785,0.5955633414571363
0.7403563484489144,0.7648392128652495,0.6362451950813978,0.8202153554913771
0.6610159412200253,0.4267760320872603,0.4903820802736944,0.6536210958565298
0.7199798946788174,0.595941147842179,0.9014635321358496,0.5097392021278533
0.8357857473291131,0.9923471782029673,0.7202356651047312,0.4207781577415306
0.7667396683311138,0.9783315207556798,0.5843506551829786,0.5010070216484124
0.6789474930518646,0.7958934073860644,0.5227572563422607,0.5086729954789329
0.8276376144756625,0.9131751227034692,0.7965886062671752,0.5202519731887889
0.6745122524904883,0.7100911876545393,0.6324496085030871,0.8231584914010779
0.7597808905045268,0.7949624287765054,0.7332048322046997,0.6808407628717059
0.6636312856491168,0.835105988667179,0.7667954817391806,0.5319612707441426
0.7091027582840355,0.7693092844090886,0.5276041478613915,0.6746819956086209
0.8639775629189419,0.9111509479963632,0.9084852956412696,0.7558127389327418
0.6665430972089494,0.812232588378097,0.8253201167194659,0.5376496424520291
0.6009096954181716,0.8986966436844529,0.3589180129773697,0.5743728624603928
0.7086348647381302,0.4620698233144916,0.9103414557412886,0.6464355644723481
0.6620407284870269,0.4284119290070549,0.3832013763557594,0.853051045817995
0.6350617689822996,0.868455394781402,0.6854791653939566,0.6735236337374368
0.7411699215805461,0.8983429344046466,0.5775237672253425,0.7273047351361324
0.6658840514710338,0.7387365972258293,0.6961975148625095,0.5226880530137621
0.6582871226499676,0.8877227024565233,0.6278824046975618,0.5054988259658808
0.7776760831864858,0.986550942200506,0.3001815435920738,0.6729203444265043
0.8057436706995066,0.7949466426252519,0.6925341644379157,0.4629502500886538
0.6864312782931341,0.3071808510755273,0.5847431941749495,0.6827660718543869
0.6194982606254391,0.2113034379579947,0.6432621190508693,0.3054327694705765
0.8214128431511903,0.7074768038347544,0.7621977637101083,0.6483010961412925
0.7214188039787468,0.6429101593589401,0.9778164111805604,0.5363049171538612
0.8791979294801456,0.989169863329137,0.8337829482338039,0.7526412054935379
0.6901128183413288,-0.0916774603917265,0.4207292714044743,0.0889307021345779
0.673736093437433,0.5198898448361835,0.6973640442767476,0.6821774108327963
0.6039440990654957,0.8205040168787644,0.5886261950139289,0.6669322436502703
0.651746589379827,0.620083680294604,0.654408498886871,0.6129437946648117
0.698172148408589,0.8850239399542837,0.6631781833122102,0.4625192465857345
0.7156453635486348,0.9011365930277184,0.7047801334919527,0.3618126510451419
0.6944961622826642,0.8406931942881891,0.5951643198489832,0.5087749397862635
0.6582572783832832,0.6695996679961225,0.7654009326840239,0.5846169526922071
0.8636876481344622,0.9955828230041568,0.8626901312923873,0.6606431864291626
0.6433274587291777,0.2204097878630591,0.5827761095781248,0.5831994407771688
0.715114195711083,0.842886190798723,0.6062205172034406,0.797465776652472
0.704921441243264,0.7598464995523476,0.579528482136013,0.8281735547613938
0.6924425987396421,0.7484413477478384,0.6929326673601481,0.6548082350140153
0.6489440297416973,0.5825667697882946,0.4652433928305272,0.789994779602057
0.6784604813779022,0.6632233563285441,0.80728694890754,0.4949534155059504
0.8297585462296768,0.8374771181110292,0.7838504937158828,0.6844319910004883
0.698247422320461,0.874556092276736,0.563909835878027,0.7387706727164222
0.6356179652947964,0.5174865807038818,0.7176280514315025,0.5845216422723497
0.6300709774229893,0.7568121512792104,0.6702723600868516,0.4963275217608003
0.6893406256029648,0.8367839029204311,0.5078828853611896,0.6625424795818484
0.6754663299074433,0.7788052065944284,0.6759226155451781,0.4885669643944038
0.7086543224674554,0.6929706042067216,0.6637934167752567,0.4696769755159903
0.6370843085594329,0.5492714725342827,0.3443691141210662,0.5636172944230329
0.7069413156662796,0.9138885933185724,0.6522374717557377,0.565876529298652
0.8565944619138312,0.9821300834893844,0.941589054641994,0.5655001406841645
0.6231118816601173,0.4678492363363732,0.778383461926423,0.4042583579603519
0.6547405990175232,0.1626472347935604,0.3951137505254811,0.7854845370840103
0.6760436613023524,0.6611445004142236,0.7642455724215896,0.6588570765985966
0.7084210604900446,0.8787402145959131,0.6770603628392373,0.6381615148514175
0.7786813160156022,0.7767147213175467,0.7610183827289452,0.5112070541903061
0.8138407325035625,0.9990210580798912,0.9576957969901287,0.680464344294728
0.6865822465552445,0.5190827439469912,0.7612435283464632,0.5608936868588401
0.7854778192767449,0.7759575198772932,0.7004216059777331,0.5383746571180534
0.625618659787534,0.8452658040343658,0.7524087395320013,0.6419545846892529
0.7479680641527726,0.6085123264942998,0.9276953766059218,0.5447063745382671
0.6685460192219139,0.8431299787761316,0.6778436430008868,0.6632035793761137
0.6642859057402977,0.7382453151154887,0.6095551053445285,0.7892553198159649
0.7430266377183656,0.6192568912620979,0.9185252178525533,0.5726783437583562
0.8051202973193197,0.9450591930175972,0.7151180021210812,0.6403150004384002
0.8433038371318701,0.9947808368347726,0.7169133905471341,0.5572367988646215
0.6922064631842502,0.3291076025445463,0.74741775002107,0.6761813666043581
0.7021275584517761,0.5538232830984038,0.6639649787256972,0.6328086361803611
0.6254412773135534,0.5758468713369469,0.4402866145167754,0.6238547153963672
0.6332844783229575,0.3509377895065031,0.7838244554732534,0.5212391978490514
0.6433116855575675,0.8518378081694957,0.3547763614989506,0.6156866173953377
0.7014929789267453,0.9197398685534656,0.650499577954227,0.7305180607402313
0.7887285469562477,0.8416669140332385,0.6231834314164153,0.4813098242147269
0.8313054951759433,0.9106324328510296,0.6636624621225835,0.7135057296896063
0.6826924839040576,0.4892465763735159,0.8360398581312979,0.4868395297070056
0.6708759350628757,0.8288443846878949,0.6323098329625805,0.7161328288738582
0.8253667359203813,0.9429886509405736,0.8551037282982661,0.5036965673599443
0.7091511280742318,0.6270962681630927,0.6650138102357448,0.5869660066230435
0.6498341529906362,0.4046407773268027,0.8255376197115724,0.4447078378155044
0.7340014828792911,0.8656271560719394,0.8460823356425449,0.6969576611332433
0.6853434005267312,0.8926257421530377,0.606875484925723,0.2313714612067761
0.7136199504156375,0.7094593008997054,0.807493287217164,0.7882647078204869
0.6653863912133526,0.8498871483325212,0.3778910346353049,0.6431670797977721
0.8354782096753635,0.9774351126360368,0.6745544256004723,0.7650973311946314
0.830755051657317,0.9781026154635168,0.7272560560883982,0.6305334622729433
0.6702607975331669,0.7854622128635196,0.7557729619284779,0.7204744530794338
0.6534663673326335,0.5703018662293831,0.6565102378778218,0.5226120716683045
0.6533908040883543,0.8628401270598007,0.642028027027967,0.743782158538179
0.7374155765877448,0.7333188439880765,0.720552159345504,0.7826601619949188
0.675746528763624,0.7583259382953242,0.7323574269769353,0.6851148478246598
0.6859193171533424,0.521251537573499,0.9141061566339062,0.3677066812324007
0.6980776694030261,0.6380362448453812,0.9774576529139382,0.5503216318501134
0.6950680521659168,0.8447469392785033,0.4775264543998231,0.5905759184812012
0.8763179509334471,0.99931141159964,0.8712473171642453,0.8309572915539833
0.6785661689853804,0.5634979026165123,0.4243447426021048,0.5457790816857384
0.6685371786752918,0.7448203878786106,0.6887163249540641,0.5130583550185517
0.661854208650445,0.7305003245741757,0.7058084938290428,0.5341812277529052
0.6558696942138655,0.4339908177848806,0.7553459937957152,0.583443382460076
0.8146658240901089,0.8048758576626224,0.6928162181053673,0.3742515793338075
0.6916620538943173,0.9070573494790096,0.5371072377590904,0.5973942053028128
0.6752786915912625,0.5433491087250141,0.5377785446711488,0.7058204093151907
0.7000454397088155,0.9388815204171757,0.6583417260616043,0.5720528753167183
0.8447797741424034,0.87741540424108,0.5718573484644671,0.808682576061583
0.676527462882232,0.4465772770302435,0.4286600848996419,0.7439799202435777
0.7933831905771899,0.8993141784442747,0.3894716573389539,0.6159063306195882
0.7021085259469403,0.9499517163321912,0.890524127870598,0.4833900976951166
0.7099240829030469,0.5994179597441631,0.7253815777243795,0.6830700267156451
0.6694720978155491,0.306907670211212,0.7459724915161803,0.4818155829684102
0.6396944100881321,0.2039013630240781,0.6287418723646434,0.4894761401663866
0.692761925649515,0.6503901853618128,0.7978819383997672,0.7248665960618025
0.8454440165424701,0.989642628621896,0.824938620584045,0.976284617918646
0.726053716905726,0.8438947691095082,0.875324040172267,0.6048288966958693
0.6428363374406396,0.8134573887529436,0.7537317596102466,0.515389233538858
0.6545361121489128,0.9025780767817884,0.5815059739044754,0.5740435051602142
0.8573336910512005,0.8836987150978172,0.8437670319605092,0.7657402573221274
0.687538002644259,0.6672883622777173,0.6054919939795371,0.7447193989422696
0.6561164200852173,0.610909716573132,0.7045144490661353,0.550580478074901
0.6531656863161214,0.8231888718051759,0.7618204132466353,0.5306142141002074
0.6894377298768712,0.7540494495925851,0.630100260263139,0.483896378594875
0.644429878761287,0.669395297074687,0.544652730641818,0.4020148305832396
0.6542533276807247,0.7135073389178632,0.5585178892145197,0.7086637522372958
0.7176141092585075,0.8676819763313226,0.8869939901700985,0.7035898053875906
0.6531967402574114,0.2212951010472221,0.3611809788958707,0.7668829144322952
0.6768532678617524,0.9924440678979496,0.6820661701767163,0.6553431004197287
0.6466798769081756,0.1684178946759923,0.6582290648310845,0.5892576072747211
0.8440473154698311,0.9704878867115916,0.6511762716608106,0.7178683843676811
0.6814109960337089,0.5053347694531257,0.6104713390013845,0.4796849233748185
0.7405608117649527,0.7957727883757548,0.7761376106751817,0.6160753208256124
0.8804246516787585,0.9946982101817028,0.93182539168479,0.7842058595344397
0.731968327337152,0.8575919538834106,0.7235529463232231,0.6996101183880583
0.7306404454405417,0.9874833491556556,0.6811949334085281,0.7973709046805596
0.6717962567227242,0.7009361736815166,0.5053397537915685,0.7741657468268075
0.7051327591722298,0.7114667026049891,0.7224329639549705,0.6522940163356895
0.6627350931752503,0.6740485070909344,0.7519466237995766,0.5243646867819234
0.7159146141110535,0.6068075477446854,0.900309793345962,0.5771737182957246
0.6605379527787272,0.2491736947155075,0.6594472800623645,0.8476030211228358
0.7248034989351695,0.8348148179112642,0.5644557290555925,0.7154545769096272
0.6331118979026107,0.5344839031394693,0.7216463540779132,0.6293728719275556
0.6416348068811824,0.1644435248192075,0.6009804711493206,0.4640639848668912
0.6812117815133741,0.9922810654376942,0.8435475481709476,0.6428900299294245
0.8094400999673613,0.98116472471943,0.6851307492420169,0.5047527886634717
0.6889021503727382,0.5110050804587398,0.8505041226903362,0.6633966958021293
0.6219174857396712,0.8350368029017511,0.7937474071342292,0.5316322253553111
0.6996861988072085,0.5937646128104523,0.8417926098298895,0.4915423976193642
0.7751387313623507,0.9823614007421791,0.500823368964155,0.4966013683246774
0.7624821205905731,0.9206971755648607,0.7991501947713204,0.6926584744535985
0.7248777441385845,0.9736832890111552,0.7166315889514483,0.6603527568546506
0.65407964936003,0.7645018214243404,0.5628873552819584,0.5814445724228834
0.857254464416626,0.9058319672265156,0.7596418642473368,0.7365244338939785
0.6588998449014569,0.1340100974315952,0.2293475838918357,0.4840977104915307
0.6460246489979783,0.8140812447758059,0.3447179166308173,0.4762478526602429
0.6907945266739155,0.9156842460253892,0.6720867596670695,0.5747388048189561
0.8440279907543398,0.8753640810945873,0.7448063683069501,0.6844027859108742
0.6386173505693515,0.5674880517007678,0.5783245347772352,0.7476182363368664
0.626528835242629,0.2672318369677838,0.7082099209946613,0.4280798528087652
0.7123077955431145,0.5604660221172173,0.9158845929103482,0.5640142674084665
0.6985686792428257,0.8443813599624883,0.5247367803591048,0.4222483681996304
0.7868742651867788,0.9842185974036688,0.7328786377339308,0.5392221474973695
0.7991666861825522,0.7220304107574755,0.5975816920918616,0.5242669287831202
0.6499674009465198,0.8511384939587195,0.5477827711204128,0.7554440750741963
0.6351316675002,0.2741468908837154,0.6163204981799879,0.5369779555685359
0.6967591446419772,0.7385550491447218,0.6136410025120126,0.6319899167993676
